survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
HIES 2024-25,District,Punjab,Multan,Multan,Education,Out-of-school children (5-16),% of children 5-16,pct,1051180,317678,30.22,636
HIES 2024-25,District,Punjab,Multan,Vehari,Education,Out-of-school children (5-16),% of children 5-16,pct,750132,145187,19.35,527
HIES 2024-25,District,Punjab,Rawalpindi,Attock,Education,Out-of-school children (5-16),% of children 5-16,pct,352075,37071,10.53,229
HIES 2024-25,District,Punjab,Rawalpindi,Chakwal,Education,Out-of-school children (5-16),% of children 5-16,pct,317311,29231,9.21,247
HIES 2024-25,District,Punjab,Rawalpindi,Jhelum,Education,Out-of-school children (5-16),% of children 5-16,pct,246902,26367,10.68,205
HIES 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Education,Out-of-school children (5-16),% of children 5-16,pct,536727,36878,6.87,368
HIES 2024-25,District,Punjab,Sahiwal,Okara,Education,Out-of-school children (5-16),% of children 5-16,pct,704441,158757,22.54,453
HIES 2024-25,District,Punjab,Sahiwal,Pakpattan,Education,Out-of-school children (5-16),% of children 5-16,pct,433473,143514,33.11,284
HIES 2024-25,District,Punjab,Sahiwal,Sahiwal,Education,Out-of-school children (5-16),% of children 5-16,pct,579390,125534,21.67,420
HIES 2024-25,District,Punjab,Sargodha,Bhakkar,Education,Out-of-school children (5-16),% of children 5-16,pct,575791,144312,25.06,395
HIES 2024-25,District,Punjab,Sargodha,Khushab,Education,Out-of-school children (5-16),% of children 5-16,pct,205872,32350,15.71,133
HIES 2024-25,District,Punjab,Sargodha,Mianwali,Education,Out-of-school children (5-16),% of children 5-16,pct,379094,90825,23.96,288
HIES 2024-25,District,Punjab,Sargodha,Sargodha,Education,Out-of-school children (5-16),% of children 5-16,pct,709549,188493,26.57,488
HIES 2024-25,District,Sindh,Hyderabad,Badin,Education,Out-of-school children (5-16),% of children 5-16,pct,488678,330598,67.65,544
HIES 2024-25,District,Sindh,Hyderabad,Dadu,Education,Out-of-school children (5-16),% of children 5-16,pct,505080,262200,51.91,549
HIES 2024-25,District,Sindh,Hyderabad,Hyderabad,Education,Out-of-school children (5-16),% of children 5-16,pct,120110,71508,59.54,329
HIES 2024-25,District,Sindh,Hyderabad,Jamshoro,Education,Out-of-school children (5-16),% of children 5-16,pct,178514,95391,53.44,211
HIES 2024-25,District,Sindh,Hyderabad,Matiari,Education,Out-of-school children (5-16),% of children 5-16,pct,180806,87770,48.54,206
HIES 2024-25,District,Sindh,Hyderabad,Sujawal,Education,Out-of-school children (5-16),% of children 5-16,pct,281336,225477,80.15,413
HIES 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Education,Out-of-school children (5-16),% of children 5-16,pct,191549,91340,47.69,216
HIES 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Education,Out-of-school children (5-16),% of children 5-16,pct,178078,118360,66.47,320
HIES 2024-25,District,Sindh,Hyderabad,Thatta,Education,Out-of-school children (5-16),% of children 5-16,pct,322804,236715,73.33,390
HIES 2024-25,District,Sindh,Karachi,Karachi West,Education,Out-of-school children (5-16),% of children 5-16,pct,76261,41032,53.8,113
HIES 2024-25,District,Sindh,Karachi,Malir,Education,Out-of-school children (5-16),% of children 5-16,pct,360201,119136,33.07,328
HIES 2024-25,District,Sindh,Larkana,Jacobabad,Education,Out-of-school children (5-16),% of children 5-16,pct,299992,205516,68.51,445
HIES 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Education,Out-of-school children (5-16),% of children 5-16,pct,407172,287525,70.62,439
HIES 2024-25,District,Sindh,Larkana,Kashmore,Education,Out-of-school children (5-16),% of children 5-16,pct,400617,244109,60.93,512
HIES 2024-25,District,Sindh,Larkana,Larkana,Education,Out-of-school children (5-16),% of children 5-16,pct,315839,128127,40.57,370
HIES 2024-25,District,Sindh,Larkana,Shikarpur,Education,Out-of-school children (5-16),% of children 5-16,pct,361212,207406,57.42,465
HIES 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Education,Out-of-school children (5-16),% of children 5-16,pct,365552,168045,45.97,335
HIES 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Education,Out-of-school children (5-16),% of children 5-16,pct,559576,249205,44.53,776
HIES 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Education,Out-of-school children (5-16),% of children 5-16,pct,298570,129244,43.29,365
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Education,Out-of-school children (5-16),% of children 5-16,pct,395385,131795,33.33,477
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Education,Out-of-school children (5-16),% of children 5-16,pct,500533,203972,40.75,461
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Education,Out-of-school children (5-16),% of children 5-16,pct,389904,197410,50.63,463
HIES 2024-25,District,Sindh,Sukkur,Ghotki,Education,Out-of-school children (5-16),% of children 5-16,pct,509117,237213,46.59,543
HIES 2024-25,District,Sindh,Sukkur,Khairpur,Education,Out-of-school children (5-16),% of children 5-16,pct,606991,167663,27.62,691
HIES 2024-25,District,Sindh,Sukkur,Sukkur,Education,Out-of-school children (5-16),% of children 5-16,pct,299226,108430,36.24,287
HIES 2024-25,District,Balochistan,Kalat,Kalat,Education,Currently enrolled in government institutions,% of enrolled,pct,32553,25514,78.38,37
HIES 2024-25,District,Balochistan,Kalat,Khuzdar,Education,Currently enrolled in government institutions,% of enrolled,pct,73903,51028,69.05,84
HIES 2024-25,District,Balochistan,Kalat,Lasbela,Education,Currently enrolled in government institutions,% of enrolled,pct,139946,116191,83.03,158
HIES 2024-25,District,Balochistan,Kalat,Mastung,Education,Currently enrolled in government institutions,% of enrolled,pct,36951,7580,20.51,36
HIES 2024-25,District,Balochistan,Kalat,Surab,Education,Currently enrolled in government institutions,% of enrolled,pct,16716,880,5.26,19
HIES 2024-25,District,Balochistan,Loralai,Barkhan,Education,Currently enrolled in government institutions,% of enrolled,pct,25171,10598,42.11,38
HIES 2024-25,District,Balochistan,Loralai,Duki,Education,Currently enrolled in government institutions,% of enrolled,pct,47030,29808,63.38,71
HIES 2024-25,District,Balochistan,Loralai,Loralai,Education,Currently enrolled in government institutions,% of enrolled,pct,80813,48355,59.84,122
HIES 2024-25,District,Balochistan,Loralai,Musakhel,Education,Currently enrolled in government institutions,% of enrolled,pct,39744,38419,96.67,60
HIES 2024-25,District,Balochistan,Mekran,Gwadar,Education,Currently enrolled in government institutions,% of enrolled,pct,90178,82663,91.67,24
HIES 2024-25,District,Balochistan,Mekran,Kech,Education,Currently enrolled in government institutions,% of enrolled,pct,225444,210414,93.33,60
HIES 2024-25,District,Balochistan,Mekran,Panjgur,Education,Currently enrolled in government institutions,% of enrolled,pct,111649,47236,42.31,26
HIES 2024-25,District,Balochistan,Nasirabad,Jaffarabad,Education,Currently enrolled in government institutions,% of enrolled,pct,88627,75412,85.09,134
HIES 2024-25,District,Balochistan,Nasirabad,Jhal Magsi,Education,Currently enrolled in government institutions,% of enrolled,pct,63396,62749,98.98,98
HIES 2024-25,District,Balochistan,Nasirabad,Kachhi,Education,Currently enrolled in government institutions,% of enrolled,pct,40108,32992,82.26,62
HIES 2024-25,District,Balochistan,Nasirabad,Nasirabad,Education,Currently enrolled in government institutions,% of enrolled,pct,95140,69221,72.76,145
HIES 2024-25,District,Balochistan,Nasirabad,Sohbatpur,Education,Currently enrolled in government institutions,% of enrolled,pct,22642,21995,97.14,35
HIES 2024-25,District,Balochistan,Quetta,Chaman,Education,Currently enrolled in government institutions,% of enrolled,pct,62054,14556,23.46,81
HIES 2024-25,District,Balochistan,Quetta,Killa Abdullah,Education,Currently enrolled in government institutions,% of enrolled,pct,72013,28346,39.36,94
HIES 2024-25,District,Balochistan,Quetta,Pishin,Education,Currently enrolled in government institutions,% of enrolled,pct,160881,77376,48.1,210
HIES 2024-25,District,Balochistan,Quetta,Quetta,Education,Currently enrolled in government institutions,% of enrolled,pct,213743,91524,42.82,277
HIES 2024-25,District,Balochistan,Rakhshan,Chagai,Education,Currently enrolled in government institutions,% of enrolled,pct,47610,39163,82.26,62
HIES 2024-25,District,Balochistan,Rakhshan,Kharan,Education,Currently enrolled in government institutions,% of enrolled,pct,28412,25341,89.19,37
HIES 2024-25,District,Balochistan,Rakhshan,Nushki,Education,Currently enrolled in government institutions,% of enrolled,pct,65272,63736,97.65,85
HIES 2024-25,District,Balochistan,Rakhshan,Washuk,Education,Currently enrolled in government institutions,% of enrolled,pct,30716,17662,57.5,40
HIES 2024-25,District,Balochistan,Sibi,Dera Bugti,Education,Currently enrolled in government institutions,% of enrolled,pct,60906,43325,71.13,97
HIES 2024-25,District,Balochistan,Sibi,Harnai,Education,Currently enrolled in government institutions,% of enrolled,pct,30141,20764,68.89,45
HIES 2024-25,District,Balochistan,Sibi,Kohlu,Education,Currently enrolled in government institutions,% of enrolled,pct,1256,1256,100,2
HIES 2024-25,District,Balochistan,Sibi,Sibi,Education,Currently enrolled in government institutions,% of enrolled,pct,21349,17581,82.35,34
HIES 2024-25,District,Balochistan,Sibi,Ziarat,Education,Currently enrolled in government institutions,% of enrolled,pct,11302,3767,33.33,18
HIES 2024-25,District,Balochistan,Zhob,Killa Saifullah,Education,Currently enrolled in government institutions,% of enrolled,pct,56865,33377,58.7,92
HIES 2024-25,District,Balochistan,Zhob,Sherani,Education,Currently enrolled in government institutions,% of enrolled,pct,48212,27196,56.41,78
HIES 2024-25,District,Balochistan,Zhob,Zhob,Education,Currently enrolled in government institutions,% of enrolled,pct,67373,50066,74.31,109
HIES 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Education,Currently enrolled in government institutions,% of enrolled,pct,419163,129822,30.97,249
HIES 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Education,Currently enrolled in government institutions,% of enrolled,pct,408871,282472,69.09,254
HIES 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Education,Currently enrolled in government institutions,% of enrolled,pct,240281,202205,84.15,112
HIES 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Education,Currently enrolled in government institutions,% of enrolled,pct,390361,299438,76.71,322
HIES 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Education,Currently enrolled in government institutions,% of enrolled,pct,107320,89798,83.67,98
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Education,Currently enrolled in government institutions,% of enrolled,pct,422732,270331,63.95,233
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Batagram,Education,Currently enrolled in government institutions,% of enrolled,pct,217644,173373,79.66,107
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Haripur,Education,Currently enrolled in government institutions,% of enrolled,pct,360928,238294,66.02,214
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Kolai Palas Kohistan,Education,Currently enrolled in government institutions,% of enrolled,pct,57884,49900,86.21,145
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Lower Kohistan,Education,Currently enrolled in government institutions,% of enrolled,pct,90848,56458,62.15,99
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Education,Currently enrolled in government institutions,% of enrolled,pct,580665,397742,68.5,365
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Torghar,Education,Currently enrolled in government institutions,% of enrolled,pct,49354,30019,60.82,97
HIES 2024-25,District,Khyber Pakhtunkhwa,Hazara,Upper Kohistan,Education,Currently enrolled in government institutions,% of enrolled,pct,105600,94050,89.06,128
HIES 2024-25,District,Khyber Pakhtunkhwa,Kohat,Hangu,Education,Currently enrolled in government institutions,% of enrolled,pct,81809,57201,69.92,133
HIES 2024-25,District,Khyber Pakhtunkhwa,Kohat,Karak,Education,Currently enrolled in government institutions,% of enrolled,pct,195100,127765,65.49,122
HIES 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kohat,Education,Currently enrolled in government institutions,% of enrolled,pct,283081,192306,67.93,248
HIES 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kurram,Education,Currently enrolled in government institutions,% of enrolled,pct,23823,16573,69.57,23
HIES 2024-25,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Education,Currently enrolled in government institutions,% of enrolled,pct,17307,12820,74.07,27
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Education,Currently enrolled in government institutions,% of enrolled,pct,411334,307272,74.7,224
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Education,Currently enrolled in government institutions,% of enrolled,pct,297260,204289,68.72,137
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Education,Currently enrolled in government institutions,% of enrolled,pct,71035,46922,66.06,109
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Education,Currently enrolled in government institutions,% of enrolled,pct,531136,407629,76.75,622
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Malakand,Education,Currently enrolled in government institutions,% of enrolled,pct,213372,149360,70,120
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Shangla,Education,Currently enrolled in government institutions,% of enrolled,pct,334457,312739,93.51,154
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Swat,Education,Currently enrolled in government institutions,% of enrolled,pct,564522,423392,75,248
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Chitral,Education,Currently enrolled in government institutions,% of enrolled,pct,72336,51264,70.87,143
HIES 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Education,Currently enrolled in government institutions,% of enrolled,pct,285336,251627,88.19,225
HIES 2024-25,District,Khyber Pakhtunkhwa,Mardan,Mardan,Education,Currently enrolled in government institutions,% of enrolled,pct,722875,466395,64.52,373
HIES 2024-25,District,Khyber Pakhtunkhwa,Mardan,Swabi,Education,Currently enrolled in government institutions,% of enrolled,pct,449645,279163,62.09,333
HIES 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Education,Currently enrolled in government institutions,% of enrolled,pct,508419,287108,56.47,260
HIES 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Education,Currently enrolled in government institutions,% of enrolled,pct,388834,203774,52.41,289
HIES 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Education,Currently enrolled in government institutions,% of enrolled,pct,137748,100268,72.79,121
HIES 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Education,Currently enrolled in government institutions,% of enrolled,pct,456477,267886,58.69,254
HIES 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Education,Currently enrolled in government institutions,% of enrolled,pct,1005645,474875,47.22,547
HIES 2024-25,District,Punjab,Bahawalpur,Bahawalnagar,Education,Currently enrolled in government institutions,% of enrolled,pct,614432,487487,79.34,448
HIES 2024-25,District,Punjab,Bahawalpur,Bahawalpur,Education,Currently enrolled in government institutions,% of enrolled,pct,589306,376816,63.94,416
HIES 2024-25,District,Punjab,Bahawalpur,Rahim Yar Khan,Education,Currently enrolled in government institutions,% of enrolled,pct,926308,658949,71.14,615
HIES 2024-25,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Education,Currently enrolled in government institutions,% of enrolled,pct,664162,465946,70.16,572
HIES 2024-25,District,Punjab,Dera Ghazi Khan,Layyah,Education,Currently enrolled in government institutions,% of enrolled,pct,517221,394597,76.29,329
HIES 2024-25,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Education,Currently enrolled in government institutions,% of enrolled,pct,1230986,706078,57.36,774
HIES 2024-25,District,Punjab,Dera Ghazi Khan,Rajanpur,Education,Currently enrolled in government institutions,% of enrolled,pct,395606,305098,77.12,270
HIES 2024-25,District,Punjab,Faisalabad,Chiniot,Education,Currently enrolled in government institutions,% of enrolled,pct,218546,175210,80.17,146
HIES 2024-25,District,Punjab,Faisalabad,Faisalabad,Education,Currently enrolled in government institutions,% of enrolled,pct,1280109,747279,58.38,718
HIES 2024-25,District,Punjab,Faisalabad,Jhang,Education,Currently enrolled in government institutions,% of enrolled,pct,604786,392464,64.89,391
HIES 2024-25,District,Punjab,Faisalabad,Toba Tek Singh,Education,Currently enrolled in government institutions,% of enrolled,pct,524257,378910,72.28,302
HIES 2024-25,District,Punjab,Gujranwala,Gujranwala,Education,Currently enrolled in government institutions,% of enrolled,pct,664138,247705,37.3,456
HIES 2024-25,District,Punjab,Gujranwala,Gujrat,Education,Currently enrolled in government institutions,% of enrolled,pct,470468,265470,56.43,381
HIES 2024-25,District,Punjab,Gujranwala,Hafizabad,Education,Currently enrolled in government institutions,% of enrolled,pct,210589,123054,58.43,202
HIES 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Education,Currently enrolled in government institutions,% of enrolled,pct,374698,235188,62.77,280
HIES 2024-25,District,Punjab,Gujranwala,Narowal,Education,Currently enrolled in government institutions,% of enrolled,pct,518796,239593,46.18,537
HIES 2024-25,District,Punjab,Gujranwala,Sialkot,Education,Currently enrolled in government institutions,% of enrolled,pct,919907,412628,44.86,594
HIES 2024-25,District,Punjab,Lahore,Kasur,Education,Currently enrolled in government institutions,% of enrolled,pct,884259,468212,52.95,581
HIES 2024-25,District,Punjab,Lahore,Nankana Sahib,Education,Currently enrolled in government institutions,% of enrolled,pct,356973,170146,47.66,214
HIES 2024-25,District,Punjab,Lahore,Sheikhupura,Education,Currently enrolled in government institutions,% of enrolled,pct,594942,303424,51,384
HIES 2024-25,District,Punjab,Multan,Khanewal,Education,Currently enrolled in government institutions,% of enrolled,pct,638524,432661,67.76,366
HIES 2024-25,District,Punjab,Multan,Lodhran,Education,Currently enrolled in government institutions,% of enrolled,pct,451142,298238,66.11,298
HIES 2024-25,District,Punjab,Multan,Multan,Education,Currently enrolled in government institutions,% of enrolled,pct,862920,496517,57.54,519
HIES 2024-25,District,Punjab,Multan,Vehari,Education,Currently enrolled in government institutions,% of enrolled,pct,745862,466875,62.6,524
HIES 2024-25,District,Punjab,Rawalpindi,Attock,Education,Currently enrolled in government institutions,% of enrolled,pct,399523,227106,56.84,259
HIES 2024-25,District,Punjab,Rawalpindi,Chakwal,Education,Currently enrolled in government institutions,% of enrolled,pct,342574,193496,56.48,266
HIES 2024-25,District,Punjab,Rawalpindi,Jhelum,Education,Currently enrolled in government institutions,% of enrolled,pct,262722,123727,47.09,218
HIES 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Education,Currently enrolled in government institutions,% of enrolled,pct,602882,331068,54.91,414
HIES 2024-25,District,Punjab,Sahiwal,Okara,Education,Currently enrolled in government institutions,% of enrolled,pct,648115,438857,67.71,417
HIES 2024-25,District,Punjab,Sahiwal,Pakpattan,Education,Currently enrolled in government institutions,% of enrolled,pct,358381,227601,63.51,235
HIES 2024-25,District,Punjab,Sahiwal,Sahiwal,Education,Currently enrolled in government institutions,% of enrolled,pct,540764,387640,71.68,392
HIES 2024-25,District,Punjab,Sargodha,Bhakkar,Education,Currently enrolled in government institutions,% of enrolled,pct,489787,393579,80.36,336
HIES 2024-25,District,Punjab,Sargodha,Khushab,Education,Currently enrolled in government institutions,% of enrolled,pct,229315,139022,60.63,148
HIES 2024-25,District,Punjab,Sargodha,Mianwali,Education,Currently enrolled in government institutions,% of enrolled,pct,354085,234301,66.17,269
HIES 2024-25,District,Punjab,Sargodha,Sargodha,Education,Currently enrolled in government institutions,% of enrolled,pct,605088,357329,59.05,416
HIES 2024-25,District,Sindh,Hyderabad,Badin,Education,Currently enrolled in government institutions,% of enrolled,pct,188802,170906,90.52,210
HIES 2024-25,District,Sindh,Hyderabad,Dadu,Education,Currently enrolled in government institutions,% of enrolled,pct,273240,251160,91.92,297
HIES 2024-25,District,Sindh,Hyderabad,Hyderabad,Education,Currently enrolled in government institutions,% of enrolled,pct,55122,50695,91.97,151
HIES 2024-25,District,Sindh,Hyderabad,Jamshoro,Education,Currently enrolled in government institutions,% of enrolled,pct,99255,93318,94.02,117
HIES 2024-25,District,Sindh,Hyderabad,Matiari,Education,Currently enrolled in government institutions,% of enrolled,pct,101813,96547,94.83,116
HIES 2024-25,District,Sindh,Hyderabad,Sujawal,Education,Currently enrolled in government institutions,% of enrolled,pct,58583,57221,97.67,86
HIES 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Education,Currently enrolled in government institutions,% of enrolled,pct,112624,108190,96.06,127
HIES 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Education,Currently enrolled in government institutions,% of enrolled,pct,64560,62408,96.67,110
HIES 2024-25,District,Sindh,Hyderabad,Thatta,Education,Currently enrolled in government institutions,% of enrolled,pct,94390,65199,69.07,113
HIES 2024-25,District,Sindh,Karachi,Karachi West,Education,Currently enrolled in government institutions,% of enrolled,pct,41239,12641,30.65,63
HIES 2024-25,District,Sindh,Karachi,Malir,Education,Currently enrolled in government institutions,% of enrolled,pct,287830,91645,31.84,263
HIES 2024-25,District,Sindh,Larkana,Jacobabad,Education,Currently enrolled in government institutions,% of enrolled,pct,109957,95796,87.12,160
HIES 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Education,Currently enrolled in government institutions,% of enrolled,pct,135415,131705,97.26,146
HIES 2024-25,District,Sindh,Larkana,Kashmore,Education,Currently enrolled in government institutions,% of enrolled,pct,173021,140618,81.27,221
HIES 2024-25,District,Sindh,Larkana,Larkana,Education,Currently enrolled in government institutions,% of enrolled,pct,223542,209085,93.53,262
HIES 2024-25,District,Sindh,Larkana,Shikarpur,Education,Currently enrolled in government institutions,% of enrolled,pct,175557,165458,94.25,226
HIES 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Education,Currently enrolled in government institutions,% of enrolled,pct,240064,198598,82.73,220
HIES 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Education,Currently enrolled in government institutions,% of enrolled,pct,349185,318316,91.16,485
HIES 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Education,Currently enrolled in government institutions,% of enrolled,pct,197956,175052,88.43,242
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Education,Currently enrolled in government institutions,% of enrolled,pct,300891,279339,92.84,363
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Education,Currently enrolled in government institutions,% of enrolled,pct,338156,300720,88.93,311
HIES 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Education,Currently enrolled in government institutions,% of enrolled,pct,222826,188472,84.58,265
HIES 2024-25,District,Sindh,Sukkur,Ghotki,Education,Currently enrolled in government institutions,% of enrolled,pct,310346,238150,76.74,331
HIES 2024-25,District,Sindh,Sukkur,Khairpur,Education,Currently enrolled in government institutions,% of enrolled,pct,512286,389461,76.02,583
HIES 2024-25,District,Sindh,Sukkur,Sukkur,Education,Currently enrolled in government institutions,% of enrolled,pct,237713,180370,75.88,228
HIES 2024-25,District,Balochistan,Kalat,Kalat,Education,Currently enrolled in private institutions,% of enrolled,pct,32553,4399,13.51,37
HIES 2024-25,District,Balochistan,Kalat,Khuzdar,Education,Currently enrolled in private institutions,% of enrolled,pct,73903,880,1.19,84
HIES 2024-25,District,Balochistan,Kalat,Lasbela,Education,Currently enrolled in private institutions,% of enrolled,pct,139946,9678,6.92,158
HIES 2024-25,District,Balochistan,Kalat,Mastung,Education,Currently enrolled in private institutions,% of enrolled,pct,36951,6497,17.58,36
HIES 2024-25,District,Balochistan,Kalat,Surab,Education,Currently enrolled in private institutions,% of enrolled,pct,16716,1760,10.53,19
HIES 2024-25,District,Balochistan,Loralai,Barkhan,Education,Currently enrolled in private institutions,% of enrolled,pct,25171,7949,31.58,38
HIES 2024-25,District,Balochistan,Loralai,Duki,Education,Currently enrolled in private institutions,% of enrolled,pct,47030,7949,16.9,71
HIES 2024-25,District,Balochistan,Loralai,Loralai,Education,Currently enrolled in private institutions,% of enrolled,pct,80813,21859,27.05,122
HIES 2024-25,District,Balochistan,Loralai,Musakhel,Education,Currently enrolled in private institutions,% of enrolled,pct,39744,1325,3.33,60
HIES 2024-25,District,Balochistan,Mekran,Gwadar,Education,Currently enrolled in private institutions,% of enrolled,pct,90178,7515,8.33,24
HIES 2024-25,District,Balochistan,Mekran,Kech,Education,Currently enrolled in private institutions,% of enrolled,pct,225444,3757,1.67,60
HIES 2024-25,District,Balochistan,Mekran,Panjgur,Education,Currently enrolled in private institutions,% of enrolled,pct,111649,12883,11.54,26
HIES 2024-25,District,Balochistan,Nasirabad,Jaffarabad,Education,Currently enrolled in private institutions,% of enrolled,pct,88627,11182,12.62,134
HIES 2024-25,District,Balochistan,Nasirabad,Jhal Magsi,Education,Currently enrolled in private institutions,% of enrolled,pct,63396,0,0,98
HIES 2024-25,District,Balochistan,Nasirabad,Kachhi,Education,Currently enrolled in private institutions,% of enrolled,pct,40108,1941,4.84,62
HIES 2024-25,District,Balochistan,Nasirabad,Nasirabad,Education,Currently enrolled in private institutions,% of enrolled,pct,95140,3881,4.08,145
HIES 2024-25,District,Balochistan,Nasirabad,Sohbatpur,Education,Currently enrolled in private institutions,% of enrolled,pct,22642,0,0,35
HIES 2024-25,District,Balochistan,Quetta,Chaman,Education,Currently enrolled in private institutions,% of enrolled,pct,62054,3830,6.17,81
HIES 2024-25,District,Balochistan,Quetta,Killa Abdullah,Education,Currently enrolled in private institutions,% of enrolled,pct,72013,16088,22.34,94
HIES 2024-25,District,Balochistan,Quetta,Pishin,Education,Currently enrolled in private institutions,% of enrolled,pct,160881,23749,14.76,210
HIES 2024-25,District,Balochistan,Quetta,Quetta,Education,Currently enrolled in private institutions,% of enrolled,pct,213743,66855,31.28,277
HIES 2024-25,District,Balochistan,Rakhshan,Chagai,Education,Currently enrolled in private institutions,% of enrolled,pct,47610,2304,4.84,62
HIES 2024-25,District,Balochistan,Rakhshan,Kharan,Education,Currently enrolled in private institutions,% of enrolled,pct,28412,768,2.7,37
HIES 2024-25,District,Balochistan,Rakhshan,Nushki,Education,Currently enrolled in private institutions,% of enrolled,pct,65272,1536,2.35,85
HIES 2024-25,District,Balochistan,Rakhshan,Washuk,Education,Currently enrolled in private institutions,% of enrolled,pct,30716,8447,27.5,40
HIES 2024-25,District,Balochistan,Sibi,Dera Bugti,Education,Currently enrolled in private institutions,% of enrolled,pct,60906,6279,10.31,97
HIES 2024-25,District,Balochistan,Sibi,Harnai,Education,Currently enrolled in private institutions,% of enrolled,pct,30141,7368,24.44,45
HIES 2024-25,District,Balochistan,Sibi,Kohlu,Education,Currently enrolled in private institutions,% of enrolled,pct,1256,0,0,2
HIES 2024-25,District,Balochistan,Sibi,Sibi,Education,Currently enrolled in private institutions,% of enrolled,pct,21349,3767,17.65,34
HIES 2024-25,District,Balochistan,Sibi,Ziarat,Education,Currently enrolled in private institutions,% of enrolled,pct,11302,1884,16.67,18
HIES 2024-25,District,Balochistan,Zhob,Killa Saifullah,Education,Currently enrolled in private institutions,% of enrolled,pct,56865,19779,34.78,92
HIES 2024-25,District,Balochistan,Zhob,Sherani,Education,Currently enrolled in private institutions,% of enrolled,pct,48212,11126,23.08,78
HIES 2024-25,District,Balochistan,Zhob,Zhob,Education,Currently enrolled in private institutions,% of enrolled,pct,67373,9271,13.76,109
HIES 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Education,Currently enrolled in private institutions,% of enrolled,pct,419163,248463,59.28,249
HIES 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Education,Currently enrolled in private institutions,% of enrolled,pct,408871,90691,22.18,254
HIES 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Education,Currently enrolled in private institutions,% of enrolled,pct,240281,27605,11.49,112
HIES 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Education,Currently enrolled in private institutions,% of enrolled,pct,390361,63040,16.15,322
